,Unnamed: 0,date,target,insult,tweet,mainTweetTarget
4328,4329,2018-07-21,trump-russia,Democrat excuse for losing the ’16 Election,"The Rigged Witch Hunt, headed by the 13 Angry Democrats (and now 4 more have been added, one who worked directly for Obama W.H.), seems intent on damaging the Republican Party’s chances in the November Election. This Democrat excuse for losing the â€˜16 Election never ends!",Hilary
4329,4330,2018-07-21,trump-russia,Witch Hunt,"No Collusion, No Obstruction - but that doesn’t matter because the 13 Angry Democrats, who are only after Republicans and totally protecting Democrats, want this Witch Hunt to drag out to the November Election. Republicans better get smart fast and expose what they are doing!",Hilary
4330,4331,2018-07-22,carter-page-fisa,scam,"Andrew McCarthy - ‘I said this could never happen. This is so bad that they should be looking at the judges who signed off on this stuff, not just the people who gave it. It is so bad it screams out at you.’ On the whole FISA scam which led to the rigged Mueller Witch Hunt!",Hilary
4331,4332,2018-07-22,bernie-sanders,Crazy Bernie,Looking more & more like the Trump Campaign for President was illegally being spied upon (surveillance) for the political gain of Crooked Hillary Clinton and the DNC. Ask her how that worked out - she did better with Crazy Bernie. Republicans must get tough now. An illegal Scam!,Hilary
4332,4333,2018-07-22,hillary-clinton,Crooked Hillary,Looking more & more like the Trump Campaign for President was illegally being spied upon (surveillance) for the political gain of Crooked Hillary Clinton and the DNC. Ask her how that worked out - she did better with Crazy Bernie. Republicans must get tough now. An illegal Scam!,Hilary
4333,4334,2018-07-22,hillary-clinton,Crooked Hillary,"So President Obama knew about Russia before the Election. Why didn’t he do something about it? Why didn’t he tell our campaign? Because it is all a big hoax, that’s why, and he thought Crooked Hillary was going to win!!!",Hilary
4334,4335,2018-07-22,trump-russia,An illegal Scam!,Looking more & more like the Trump Campaign for President was illegally being spied upon (surveillance) for the political gain of Crooked Hillary Clinton and the DNC. Ask her how that worked out - she did better with Crazy Bernie. Republicans must get tough now. An illegal Scam!,Hilary
4335,4336,2018-07-22,trump-russia,rigged Mueller Witch Hunt!,"Andrew McCarthy - ‘I said this could never happen. This is so bad that they should be looking at the judges who signed off on this stuff, not just the people who gave it. It is so bad it screams out at you.’ On the whole FISA scam which led to the rigged Mueller Witch Hunt!",Hilary
4336,4337,2018-07-22,trump-russia,a big hoax,"So President Obama knew about Russia before the Election. Why didn’t he do something about it? Why didn’t he tell our campaign? Because it is all a big hoax, that’s why, and he thought Crooked Hillary was going to win!!!",Hilary
4337,4338,2018-07-23,carter-page-fisa,a fraud and a hoax,".....’Carter Page wasn’t a spy, wasn’t an agent of the Russians - he would have cooperated with the FBI. It was a fraud and a hoax designed to target Trump.’ Tom Fitton @JudicialWatch A disgrace to America. They should drop the discredited Mueller Witch Hunt now!",Hilary
4338,4339,2018-07-23,trump-report,unverified and Fake Dirty Dossier,"So we now find out that it was indeed the unverified and Fake Dirty Dossier, that was paid for by Crooked Hillary Clinton and the DNC, that was knowingly & falsely submitted to FISA and which was responsible for starting the totally conflicted and discredited Mueller Witch Hunt!",Hilary
4339,4340,2018-07-23,trump-report,a Clinton Campaign document,‘It was classified to cover up misconduct by the FBI and the Justice Department in misleading the Court by using this Dossier in a dishonest way to gain a warrant to target the Trump Team. This is a Clinton Campaign document. It was a fraud and a hoax designed to target Trump....,Hilary
4340,4341,2018-07-23,trump-report,a fraud and a hoax,‘It was classified to cover up misconduct by the FBI and the Justice Department in misleading the Court by using this Dossier in a dishonest way to gain a warrant to target the Trump Team. This is a Clinton Campaign document. It was a fraud and a hoax designed to target Trump....,Hilary
4341,4342,2018-07-23,washington-post,The Amazon Washington Post,"The Amazon Washington Post has gone crazy against me ever since they lost the Internet Tax Case in the U.S. Supreme Court two months ago. Next up is the U.S. Post Office which they use, at a fraction of real cost, as their ‘delivery boy’ for a BIG percentage of their packages....",Hilary
4342,4343,2018-07-23,washington-post,has gone crazy against me,"The Amazon Washington Post has gone crazy against me ever since they lost the Internet Tax Case in the U.S. Supreme Court two months ago. Next up is the U.S. Post Office which they use, at a fraction of real cost, as their ‘delivery boy’ for a BIG percentage of their packages....",Hilary
4343,4344,2018-07-23,washington-post,nothing more than an expensive (the paper loses a fortune) lobbyist for Amazon,....In my opinion the Washington Post is nothing more than an expensive (the paper loses a fortune) lobbyist for Amazon. Is it used as protection against antitrust claims which many feel should be brought?,Hilary
4344,4345,2018-07-23,hillary-clinton,Crooked Hillary,"So we now find out that it was indeed the unverified and Fake Dirty Dossier, that was paid for by Crooked Hillary Clinton and the DNC, that was knowingly & falsely submitted to FISA and which was responsible for starting the totally conflicted and discredited Mueller Witch Hunt!",Hilary
4345,4346,2018-07-23,trump-russia,totally conflicted and discredited Mueller Witch Hunt!,"So we now find out that it was indeed the unverified and Fake Dirty Dossier, that was paid for by Crooked Hillary Clinton and the DNC, that was knowingly & falsely submitted to FISA and which was responsible for starting the totally conflicted and discredited Mueller Witch Hunt!",Hilary
4346,4347,2018-07-23,trump-russia,discredited Mueller Witch Hunt,".....’Carter Page wasn’t a spy, wasn’t an agent of the Russians - he would have cooperated with the FBI. It was a fraud and a hoax designed to target Trump.’ Tom Fitton @JudicialWatch A disgrace to America. They should drop the discredited Mueller Witch Hunt now!",Hilary
4347,4348,2018-07-23,the-media,Fake News,"When you hear the Fake News talking negatively about my meeting with President Putin, and all that I gave up, remember, I gave up NOTHING, we merely talked about future benefits for both countries. Also, we got along very well, which is a good thing, except for the Corrupt Media!",Hilary
4348,4349,2018-07-23,the-media,Corrupt,"When you hear the Fake News talking negatively about my meeting with President Putin, and all that I gave up, remember, I gave up NOTHING, we merely talked about future benefits for both countries. Also, we got along very well, which is a good thing, except for the Corrupt Media!",Hilary
4349,4350,2018-07-23,the-media,Fake News,"A Rocket has not been launched by North Korea in 9 months. Likewise, no Nuclear Tests. Japan is happy, all of Asia is happy. But the Fake News is saying, without ever asking me (always anonymous sources), that I am angry because it is not going fast enough. Wrong, very happy!",Hilary
4350,4351,2018-07-23,the-media,always anonymous sources,"A Rocket has not been launched by North Korea in 9 months. Likewise, no Nuclear Tests. Japan is happy, all of Asia is happy. But the Fake News is saying, without ever asking me (always anonymous sources), that I am angry because it is not going fast enough. Wrong, very happy!",Hilary
4351,4352,2018-07-23,the-media,Wrong,"A Rocket has not been launched by North Korea in 9 months. Likewise, no Nuclear Tests. Japan is happy, all of Asia is happy. But the Fake News is saying, without ever asking me (always anonymous sources), that I am angry because it is not going fast enough. Wrong, very happy!",Hilary
4352,4353,2018-07-24,bob-casey,"WEAK on Crime, ICE and Borders","Lou Barletta was one of my first supporters. He is tough on Crime and Borders. Will be a great Senator from Pennsylvania. His opponent is WEAK on Crime, ICE and Borders. We need Lou! https://t.co/dcMSi4CPfb",Hilary
4353,4354,2018-07-25,stacey-abrams,crime loving,"Congratulations to Brian Kemp on your very big win in Georgia last night. Wow, 69-30, those are big numbers. Now go win against the open border, crime loving opponent that the Democrats have given you. She is weak on Vets, the Military and the 2nd Amendment. Win!",Hilary
4354,4355,2018-07-25,stacey-abrams,"weak on Vets, the Military and the 2nd Amendment","Congratulations to Brian Kemp on your very big win in Georgia last night. Wow, 69-30, those are big numbers. Now go win against the open border, crime loving opponent that the Democrats have given you. She is weak on Vets, the Military and the 2nd Amendment. Win!",Hilary
4355,4356,2018-07-25,comcast,Liberal Fake News,"So sad and unfair that the FCC wouldn’t approve the Sinclair Broadcast merger with Tribune. This would have been a great and much needed Conservative voice for and of the People. Liberal Fake News NBC and Comcast gets approved, much bigger, but not Sinclair. Disgraceful!",Hilary
4356,4357,2018-07-25,fcc,"So sad and unfair,  Disgraceful!","So sad and unfair that the FCC wouldn’t approve the Sinclair Broadcast merger with Tribune. This would have been a great and much needed Conservative voice for and of the People. Liberal Fake News NBC and Comcast gets approved, much bigger, but not Sinclair. Disgraceful!",Hilary
4357,4358,2018-07-25,michael-cohen,What kind of a lawyer would tape a client?,"What kind of a lawyer would tape a client? So sad! Is this a first, never heard of it before? Why was the tape so abruptly terminated (cut) while I was presumably saying positive things? I hear there are other clients and many reporters that are taped - can this be so? Too bad!",Hilary
4358,4359,2018-07-25,michael-cohen,So sad!,"What kind of a lawyer would tape a client? So sad! Is this a first, never heard of it before? Why was the tape so abruptly terminated (cut) while I was presumably saying positive things? I hear there are other clients and many reporters that are taped - can this be so? Too bad!",Hilary
4359,4360,2018-07-25,china,targeting our farmers,"China is targeting our farmers, who they know I love & respect, as a way of getting me to continue allowing them to take advantage of the U.S. They are being vicious in what will be their failed attempt. We were being nice - until now! China made $517 Billion on us last year.",Hilary
4360,4361,2018-07-25,china,vicious,"China is targeting our farmers, who they know I love & respect, as a way of getting me to continue allowing them to take advantage of the U.S. They are being vicious in what will be their failed attempt. We were being nice - until now! China made $517 Billion on us last year.",Hilary
4361,4362,2018-07-25,trump-russia,Rigged Witch Hunt,"‘The Russia Hoax, The Illicit Scheme To Clear Hillary Clinton & Frame Donald Trump’ is a Hot Seller, already Number One! More importantly, it is a great book that everyone is talking about. It covers the Rigged Witch Hunt brilliantly. Congratulations to Gregg Jarrett!",Hilary
4362,4363,2018-07-25,nbc-news,Liberal Fake News,"So sad and unfair that the FCC wouldn’t approve the Sinclair Broadcast merger with Tribune. This would have been a great and much needed Conservative voice for and of the People. Liberal Fake News NBC and Comcast gets approved, much bigger, but not Sinclair. Disgraceful!",Hilary
4363,4364,2018-07-26,twitter,Not good,Twitter ‘SHADOW BANNING’ prominent Republicans. Not good. We will look into this discriminatory and illegal practice at once! Many complaints.,Hilary
4364,4365,2018-07-26,twitter,discriminatory,Twitter ‘SHADOW BANNING’ prominent Republicans. Not good. We will look into this discriminatory and illegal practice at once! Many complaints.,Hilary
4365,4366,2018-07-26,trump-russia,Witch Hunt,".@AlanDersh, a brilliant lawyer, who although a Liberal Democrat who probably didn’t vote for me, has discussed the Witch Hunt with great clarity and in a very positive way. He has written a new and very important book...",Hilary
4366,4367,2018-07-27,michael-cohen,trying to make up stories in order to get himself out of an unrelated jam (Taxi cabs maybe?),".....I did NOT know of the meeting with my son, Don jr. Sounds to me like someone is trying to make up stories in order to get himself out of an unrelated jam (Taxi cabs maybe?). He even retained Bill and Crooked Hillary’s lawyer. Gee, I wonder if they helped him make the choice!",Hilary
4367,4368,2018-07-27,hillary-clinton,Crooked Hillary,".....I did NOT know of the meeting with my son, Don jr. Sounds to me like someone is trying to make up stories in order to get himself out of an unrelated jam (Taxi cabs maybe?). He even retained Bill and Crooked Hillary’s lawyer. Gee, I wonder if they helped him make the choice!",Hilary
4368,4369,2018-07-27,trump-russia,rigged Witch Hunt,"....,the only Collusion with Russia was with the Democrats, so now they are looking at my Tweets (along with 53 million other people) - the rigged Witch Hunt continues! How stupid and unfair to our Country....And so the Fake News doesn’t waste my time with dumb questions, NO,....",Hilary
4369,4370,2018-07-27,democrats,want Open Borders and care little about Crime,"Democrats, who want Open Borders and care little about Crime, are incompetent, but they have the Fake News Media almost totally on their side!",Hilary
4370,4371,2018-07-27,democrats,incompetent,"Democrats, who want Open Borders and care little about Crime, are incompetent, but they have the Fake News Media almost totally on their side!",Hilary
4371,4372,2018-07-27,the-media,Fake News,"....,the only Collusion with Russia was with the Democrats, so now they are looking at my Tweets (along with 53 million other people) - the rigged Witch Hunt continues! How stupid and unfair to our Country....And so the Fake News doesn’t waste my time with dumb questions, NO,....",Hilary
4372,4373,2018-07-27,the-media,Fake News,"Democrats, who want Open Borders and care little about Crime, are incompetent, but they have the Fake News Media almost totally on their side!",Hilary
4373,4374,2018-07-28,judge-appointments-delay-tactics,A total disgrace,"The only things the Democrats do well is ‘Resist,’ which is their campaign slogan, and ‘Obstruct.’ Cryin’ Chuck Schumer has almost 400 great American people that are waiting ‘forever’ to serve our Country! A total disgrace. Mitch M should not let them go home until all approved!",Hilary
4374,4375,2018-07-28,chuck-schumer,Cryin’ Chuck,"The only things the Democrats do well is ‘Resist,’ which is their campaign slogan, and ‘Obstruct.’ Cryin’ Chuck Schumer has almost 400 great American people that are waiting ‘forever’ to serve our Country! A total disgrace. Mitch M should not let them go home until all approved!",Hilary
4375,4376,2018-07-28,democrats,Obstruct,"The only things the Democrats do well is ‘Resist,’ which is their campaign slogan, and ‘Obstruct.’ Cryin’ Chuck Schumer has almost 400 great American people that are waiting ‘forever’ to serve our Country! A total disgrace. Mitch M should not let them go home until all approved!",Hilary
4376,4377,2018-07-29,mueller-team,Angry Democrats,"There is No Collusion! The Robert Mueller Rigged Witch Hunt, headed now by 17 (increased from 13, including an Obama White House lawyer) Angry Democrats, was started by a fraudulent Dossier, paid for by Crooked Hillary and the DNC. Therefore, the Witch Hunt is an illegal Scam!",Hilary
4377,4378,2018-07-29,mueller-team,Angry Dems,"....Also, why is Mueller only appointing Angry Dems, some of whom have worked for Crooked Hillary, others, including himself, have worked for Obama....And why isn’t Mueller looking at all of the criminal activity & real Russian Collusion on the Democrats side-Podesta, Dossier?",Hilary
4378,4379,2018-07-29,robert-mueller,only appointing Angry Dems,"....Also, why is Mueller only appointing Angry Dems, some of whom have worked for Crooked Hillary, others, including himself, have worked for Obama....And why isn’t Mueller looking at all of the criminal activity & real Russian Collusion on the Democrats side-Podesta, Dossier?",Hilary
4379,4380,2018-07-29,us-immigration-policies,the DUMBEST & WORST immigration laws anywhere in the world!,"Please understand, there are consequences when people cross our Border illegally, whether they have children or not - and many are just using children for their own sinister purposes. Congress must act on fixing the DUMBEST & WORST immigration laws anywhere in the world! Vote ‘R’",Hilary
4380,4381,2018-07-29,trump-report,fraudulent,"There is No Collusion! The Robert Mueller Rigged Witch Hunt, headed now by 17 (increased from 13, including an Obama White House lawyer) Angry Democrats, was started by a fraudulent Dossier, paid for by Crooked Hillary and the DNC. Therefore, the Witch Hunt is an illegal Scam!",Hilary
4381,4382,2018-07-29,washington-post,Amazon Washington Post,...and the Amazon Washington Post do nothing but write bad stories even on very positive achievements - and they will never change!,Hilary
4382,4383,2018-07-29,washington-post,do nothing but write bad stories even on very positive achievements,...and the Amazon Washington Post do nothing but write bad stories even on very positive achievements - and they will never change!,Hilary
4383,4384,2018-07-29,washington-post,they will never change!,...and the Amazon Washington Post do nothing but write bad stories even on very positive achievements - and they will never change!,Hilary
4384,4385,2018-07-29,hillary-clinton,Crooked,"There is No Collusion! The Robert Mueller Rigged Witch Hunt, headed now by 17 (increased from 13, including an Obama White House lawyer) Angry Democrats, was started by a fraudulent Dossier, paid for by Crooked Hillary and the DNC. Therefore, the Witch Hunt is an illegal Scam!",Hilary
4385,4386,2018-07-29,hillary-clinton,Crooked Hillary,"....Also, why is Mueller only appointing Angry Dems, some of whom have worked for Crooked Hillary, others, including himself, have worked for Obama....And why isn’t Mueller looking at all of the criminal activity & real Russian Collusion on the Democrats side-Podesta, Dossier?",Hilary
4386,4387,2018-07-29,trump-russia,The Robert Mueller Rigged Witch Hunt,"There is No Collusion! The Robert Mueller Rigged Witch Hunt, headed now by 17 (increased from 13, including an Obama White House lawyer) Angry Democrats, was started by a fraudulent Dossier, paid for by Crooked Hillary and the DNC. Therefore, the Witch Hunt is an illegal Scam!",Hilary
4387,4388,2018-07-29,trump-russia,Witch Hunt,"There is No Collusion! The Robert Mueller Rigged Witch Hunt, headed now by 17 (increased from 13, including an Obama White House lawyer) Angry Democrats, was started by a fraudulent Dossier, paid for by Crooked Hillary and the DNC. Therefore, the Witch Hunt is an illegal Scam!",Hilary
4388,4389,2018-07-29,trump-russia,an illegal Scam!,"There is No Collusion! The Robert Mueller Rigged Witch Hunt, headed now by 17 (increased from 13, including an Obama White House lawyer) Angry Democrats, was started by a fraudulent Dossier, paid for by Crooked Hillary and the DNC. Therefore, the Witch Hunt is an illegal Scam!",Hilary
4389,4390,2018-07-29,the-new-york-times,failing,"...dying newspaper industry. No matter how much they try to distract and cover it up, our country is making great progress under my leadership and I will never stop fighting for the American people! As an example, the failing New York Times...",Hilary
4390,4391,2018-07-29,the-new-york-times,do nothing but write bad stories even on very positive achievements,"...dying newspaper industry. No matter how much they try to distract and cover it up, our country is making great progress under my leadership and I will never stop fighting for the American people! As an example, the failing New York Times...",Hilary
4391,4392,2018-07-29,the-new-york-times,they will never change!,"...dying newspaper industry. No matter how much they try to distract and cover it up, our country is making great progress under my leadership and I will never stop fighting for the American people! As an example, the failing New York Times...",Hilary
4392,4393,2018-07-29,the-media,Fake News,Do you think the Fake News Media will ever report on this tweet from Michael? https://t.co/kXLCKZO5Fr,Hilary
4393,4394,2018-07-29,the-media,Fake News,"Had a very good and interesting meeting at the White House with A.G. Sulzberger, Publisher of the New York Times. Spent much time talking about the vast amounts of Fake News being put out by the media & how that Fake News has morphed into phrase, ‘Enemy of the People.’ Sad!",Hilary
4394,4395,2018-07-29,the-media,Enemy of the People,"Had a very good and interesting meeting at the White House with A.G. Sulzberger, Publisher of the New York Times. Spent much time talking about the vast amounts of Fake News being put out by the media & how that Fake News has morphed into phrase, ‘Enemy of the People.’ Sad!",Hilary
4395,4396,2018-07-29,the-media,driven insane by their Trump Derangement Syndrome,"When the media - driven insane by their Trump Derangement Syndrome - reveals internal deliberations of our government, it truly puts the lives of many, not just journalists, at risk! Very unpatriotic! Freedom of the press also comes with a responsibility to report the news...",Hilary
4396,4397,2018-07-29,the-media,Very unpatriotic!,"When the media - driven insane by their Trump Derangement Syndrome - reveals internal deliberations of our government, it truly puts the lives of many, not just journalists, at risk! Very unpatriotic! Freedom of the press also comes with a responsibility to report the news...",Hilary
4397,4398,2018-07-29,the-media,anti-Trump haters,"...accurately. 90% of media coverage of my Administration is negative, despite the tremendously positive results we are achieving, it’s no surprise that confidence in the media is at an all time low! I will not allow our great country to be sold out by anti-Trump haters in the...",Hilary
4398,4399,2018-07-29,the-media,dying,"...dying newspaper industry. No matter how much they try to distract and cover it up, our country is making great progress under my leadership and I will never stop fighting for the American people! As an example, the failing New York Times...",Hilary
4399,4400,2018-07-29,the-media,they try to distract and cover it up,"...dying newspaper industry. No matter how much they try to distract and cover it up, our country is making great progress under my leadership and I will never stop fighting for the American people! As an example, the failing New York Times...",Hilary
4400,4401,2018-07-31,koch-brothers,globalist,"The globalist Koch Brothers, who have become a total joke in real Republican circles, are against Strong Borders and Powerful Trade. I never sought their support because I don’t need their money or bad ideas. They love my Tax & Regulation Cuts, Judicial picks & more. I made.....",Hilary
4401,4402,2018-07-31,koch-brothers,have become a total joke,"The globalist Koch Brothers, who have become a total joke in real Republican circles, are against Strong Borders and Powerful Trade. I never sought their support because I don’t need their money or bad ideas. They love my Tax & Regulation Cuts, Judicial picks & more. I made.....",Hilary
4402,4403,2018-07-31,koch-brothers,are against Strong Borders and Powerful Trade,"The globalist Koch Brothers, who have become a total joke in real Republican circles, are against Strong Borders and Powerful Trade. I never sought their support because I don’t need their money or bad ideas. They love my Tax & Regulation Cuts, Judicial picks & more. I made.....",Hilary
4403,4404,2018-07-31,koch-brothers,I don’t need their money or bad ideas,"The globalist Koch Brothers, who have become a total joke in real Republican circles, are against Strong Borders and Powerful Trade. I never sought their support because I don’t need their money or bad ideas. They love my Tax & Regulation Cuts, Judicial picks & more. I made.....",Hilary
4404,4405,2018-07-31,koch-brothers,Their network is highly overrated,"....them richer. Their network is highly overrated, I have beaten them at every turn. They want to protect their companies outside the U.S. from being taxed, I’m for America First & the American Worker - a puppet for no one. Two nice guys with bad ideas. Make America Great Again!",Hilary
4405,4406,2018-07-31,koch-brothers,I have beaten them at every turn,"....them richer. Their network is highly overrated, I have beaten them at every turn. They want to protect their companies outside the U.S. from being taxed, I’m for America First & the American Worker - a puppet for no one. Two nice guys with bad ideas. Make America Great Again!",Hilary
4406,4407,2018-07-31,koch-brothers,Two nice guys with bad ideas,"....them richer. Their network is highly overrated, I have beaten them at every turn. They want to protect their companies outside the U.S. from being taxed, I’m for America First & the American Worker - a puppet for no one. Two nice guys with bad ideas. Make America Great Again!",Hilary
4407,4408,2018-07-31,us-immigration-policies,a complete and total disaster,"I don’t care what the political ramifications are, our immigration laws and border security have been a complete and total disaster for decades, and there is no way that the Democrats will allow it to be fixed without a Government Shutdown...",Hilary
4408,4409,2018-07-31,hillary-clinton,Crooked,"Collusion is not a crime, but that doesn’t matter because there was No Collusion (except by Crooked Hillary and the Democrats)!",Hilary
4409,4410,2018-07-31,the-media,Fake News Media,"The Fake News Media is going CRAZY! They are totally unhinged and in many ways, after witnessing first hand the damage they do to so many innocent and decent people, I enjoy watching. In 7 years, when I am no longer in office, their ratings will dry up and they will be gone!",Hilary
4410,4411,2018-07-31,the-media,going CRAZY!,"The Fake News Media is going CRAZY! They are totally unhinged and in many ways, after witnessing first hand the damage they do to so many innocent and decent people, I enjoy watching. In 7 years, when I am no longer in office, their ratings will dry up and they will be gone!",Hilary
4411,4412,2018-07-31,the-media,totally unhinged,"The Fake News Media is going CRAZY! They are totally unhinged and in many ways, after witnessing first hand the damage they do to so many innocent and decent people, I enjoy watching. In 7 years, when I am no longer in office, their ratings will dry up and they will be gone!",Hilary
4412,4413,2018-07-31,the-media,"In 7 years, when I am no longer in office, their ratings will dry up and they will be gone!","The Fake News Media is going CRAZY! They are totally unhinged and in many ways, after witnessing first hand the damage they do to so many innocent and decent people, I enjoy watching. In 7 years, when I am no longer in office, their ratings will dry up and they will be gone!",Hilary
4413,4414,2018-08-01,mueller-team,17 Angry Democrats,"..This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now, before it continues to stain our country any further. Bob Mueller is totally conflicted, and his 17 Angry Democrats that are doing his dirty work are a disgrace to USA!",Hilary
4414,4415,2018-08-01,mueller-team,a disgrace to USA!,"..This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now, before it continues to stain our country any further. Bob Mueller is totally conflicted, and his 17 Angry Democrats that are doing his dirty work are a disgrace to USA!",Hilary
4415,4416,2018-08-01,robert-mueller,totally conflicted,"..This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now, before it continues to stain our country any further. Bob Mueller is totally conflicted, and his 17 Angry Democrats that are doing his dirty work are a disgrace to USA!",Hilary
4416,4417,2018-08-01,trump-report,phony and discredited,"Russian Collusion with the Trump Campaign, one of the most successful in history, is a TOTAL HOAX. The Democrats paid for the phony and discredited Dossier which was, along with Comey, McCabe, Strzok and his lover, the lovely Lisa Page, used to begin the Witch Hunt. Disgraceful!",Hilary
4417,4418,2018-08-01,trump-russia,Rigged Witch Hunt,"..This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now, before it continues to stain our country any further. Bob Mueller is totally conflicted, and his 17 Angry Democrats that are doing his dirty work are a disgrace to USA!",Hilary
4418,4419,2018-08-01,trump-russia,a Hoax!,"Paul Manafort worked for Ronald Reagan, Bob Dole and many other highly prominent and respected political leaders. He worked for me for a very short time. Why didn’t government tell me that he was under investigation. These old charges have nothing to do with Collusion - a Hoax!",Hilary
4419,4420,2018-08-01,trump-russia,a TOTAL HOAX,"Russian Collusion with the Trump Campaign, one of the most successful in history, is a TOTAL HOAX. The Democrats paid for the phony and discredited Dossier which was, along with Comey, McCabe, Strzok and his lover, the lovely Lisa Page, used to begin the Witch Hunt. Disgraceful!",Hilary
4420,4421,2018-08-01,trump-russia,Witch Hunt,"Russian Collusion with the Trump Campaign, one of the most successful in history, is a TOTAL HOAX. The Democrats paid for the phony and discredited Dossier which was, along with Comey, McCabe, Strzok and his lover, the lovely Lisa Page, used to begin the Witch Hunt. Disgraceful!",Hilary
4421,4422,2018-08-01,trump-russia,Disgraceful!,"Russian Collusion with the Trump Campaign, one of the most successful in history, is a TOTAL HOAX. The Democrats paid for the phony and discredited Dossier which was, along with Comey, McCabe, Strzok and his lover, the lovely Lisa Page, used to begin the Witch Hunt. Disgraceful!",Hilary
4422,4423,2018-08-02,charles-koch,claims to be giving away millions of dollars to politicians even though I know very few who have seen this,"Charles Koch of Koch Brothers, who claims to be giving away millions of dollars to politicians even though I know very few who have seen this (?), now makes the ridiculous statement that what President Trump is doing is unfair to ‘foreign workers.’ He is correct, AMERICA FIRST!",Hilary
4423,4424,2018-08-02,charles-koch,ridiculous statement,"Charles Koch of Koch Brothers, who claims to be giving away millions of dollars to politicians even though I know very few who have seen this (?), now makes the ridiculous statement that what President Trump is doing is unfair to ‘foreign workers.’ He is correct, AMERICA FIRST!",Hilary
4424,4425,2018-08-02,morning-joe,a dead show with very few people watching,"Wow, @foxandfriends is blowing away the competition in the morning ratings. Morning Joe is a dead show with very few people watching and sadly, Fake News CNN is also doing poorly. Too much hate and inaccurately reported stories - too predictable!",Hilary
4425,4426,2018-08-02,cnn,Fake News CNN,"Wow, @foxandfriends is blowing away the competition in the morning ratings. Morning Joe is a dead show with very few people watching and sadly, Fake News CNN is also doing poorly. Too much hate and inaccurately reported stories - too predictable!",Hilary
4426,4427,2018-08-02,cnn,doing poorly,"Wow, @foxandfriends is blowing away the competition in the morning ratings. Morning Joe is a dead show with very few people watching and sadly, Fake News CNN is also doing poorly. Too much hate and inaccurately reported stories - too predictable!",Hilary
4427,4428,2018-08-02,cnn,Too much hate and inaccurately reported stories - too predictable!,"Wow, @foxandfriends is blowing away the competition in the morning ratings. Morning Joe is a dead show with very few people watching and sadly, Fake News CNN is also doing poorly. Too much hate and inaccurately reported stories - too predictable!",Hilary
4428,4429,2018-08-02,the-media,FAKE NEWS,"They asked my daughter Ivanka whether or not the media is the enemy of the people. She correctly said no. It is the FAKE NEWS, which is a large percentage of the media, that is the enemy of the people!",Hilary
4429,4430,2018-08-02,the-media,the enemy of the people!,"They asked my daughter Ivanka whether or not the media is the enemy of the people. She correctly said no. It is the FAKE NEWS, which is a large percentage of the media, that is the enemy of the people!",Hilary
4430,4431,2018-08-04,lebron-james,"Lebron James was just interviewed by the dumbest man on television, Don Lemon. He made Lebron look smart, which isn’t easy to do. I like Mike!","Lebron James was just interviewed by the dumbest man on television, Don Lemon. He made Lebron look smart, which isn’t easy to do. I like Mike!",Hilary
4431,4432,2018-08-04,danny-o-connor,"weak on Crime, Borders & your 2nd Amendment","Troy Balderson, running for Congress from Ohio, is in a big Election fight with a candidate who just got caught lying about his relationship with Nancy Pelosi, who is weak on Crime, Borders & your 2nd Amendment-and wants to raise your Taxes (by a lot). Vote for Troy on Tuesday!",Hilary
4432,4433,2018-08-04,danny-o-connor,wants to raise your Taxes (by a lot),"Troy Balderson, running for Congress from Ohio, is in a big Election fight with a candidate who just got caught lying about his relationship with Nancy Pelosi, who is weak on Crime, Borders & your 2nd Amendment-and wants to raise your Taxes (by a lot). Vote for Troy on Tuesday!",Hilary
4433,4434,2018-08-04,don-lemon,the dumbest man on television,"Lebron James was just interviewed by the dumbest man on television, Don Lemon. He made Lebron look smart, which isn’t easy to do. I like Mike!",Hilary
4434,4435,2018-08-05,danny-o-connor,a total puppet for Nancy Pelosi and Maxine Waters,"...Danny O’Connor is a total puppet for Nancy Pelosi and Maxine Waters â€“ Danny wants to raise your taxes, open your borders, and take away your 2nd Amendment. Vote for Troy on Tuesday!",Hilary
4435,4436,2018-08-05,danny-o-connor,"wants to raise your taxes, open your borders, and take away your 2nd Amendment","...Danny O’Connor is a total puppet for Nancy Pelosi and Maxine Waters â€“ Danny wants to raise your taxes, open your borders, and take away your 2nd Amendment. Vote for Troy on Tuesday!",Hilary
4436,4437,2018-08-05,mueller-team,17 Angry Democrats,"...Why aren’t Mueller and the 17 Angry Democrats looking at the meetings concerning the Fake Dossier and all of the lying that went on in the FBI and DOJ? This is the most one sided Witch Hunt in the history of our country. Fortunately, the facts are all coming out, and fast!",Hilary
4437,4438,2018-08-05,trump-russia,the most one sided Witch Hunt in the history of our country,"...Why aren’t Mueller and the 17 Angry Democrats looking at the meetings concerning the Fake Dossier and all of the lying that went on in the FBI and DOJ? This is the most one sided Witch Hunt in the history of our country. Fortunately, the facts are all coming out, and fast!",Hilary
